id,time,symbol,close,high,low,open,volumefrom,volumeto
27368.0,2016-08-28 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-08-29 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-08-30 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-08-31 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-01 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-02 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-03 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-04 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-05 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-06 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-07 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-08 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-09 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-10 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-11 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-12 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-13 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-14 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-15 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-16 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-17 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-18 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-19 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-20 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-21 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-22 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-23 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-24 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-25 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-26 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-27 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-28 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-29 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-09-30 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-01 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-02 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-03 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-04 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-05 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-06 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-07 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-08 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-09 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-10 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-11 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-12 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-13 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-14 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-15 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-16 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-17 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-18 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-19 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-20 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-21 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-22 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-23 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-24 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-25 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-26 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-27 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-28 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-29 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-30 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-10-31 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-01 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-02 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-03 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-04 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-05 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-06 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-07 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-08 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-09 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-10 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-11 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-12 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-13 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-14 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-15 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-16 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-17 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-18 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-19 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-20 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-21 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-22 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-23 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-24 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-25 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-26 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-27 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-28 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-29 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-11-30 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-01 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-02 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-03 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-04 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-05 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-06 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-07 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-08 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-09 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-10 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-11 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-12 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-13 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-14 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-15 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-16 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-17 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-18 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-19 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-20 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-21 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-22 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-23 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-24 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-25 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-26 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-27 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-28 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-29 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-30 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2016-12-31 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-01 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-02 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-03 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-04 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-05 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-06 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-07 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-08 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-09 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-10 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-11 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-12 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-13 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-14 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-15 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-16 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-17 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-18 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-19 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-20 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-21 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-22 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-23 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-24 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-25 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-26 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-27 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-28 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-29 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-30 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-01-31 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-01 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-02 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-03 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-04 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-05 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-06 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-07 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-08 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-09 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-10 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-11 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-12 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-13 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-14 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-15 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-16 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-17 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-18 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-19 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-20 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-21 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-22 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-23 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-24 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-25 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-26 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-27 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-02-28 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-01 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-02 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-03 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-04 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-05 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-06 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-07 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-08 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-09 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-10 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-11 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-12 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-13 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-14 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-15 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-16 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-17 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-18 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-19 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-20 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-21 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-22 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-23 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-24 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-25 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-26 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-27 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-28 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-29 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-30 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-03-31 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-01 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-02 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-03 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-04 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-05 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-06 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-07 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-08 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-09 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-10 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-11 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-12 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-13 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-14 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-15 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-16 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-17 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-18 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-19 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-20 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-21 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-22 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-23 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-24 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-25 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-26 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-27 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-28 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-29 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-04-30 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-01 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-02 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-03 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-04 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-05 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-06 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-07 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-08 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-09 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-10 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-11 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-12 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-13 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-14 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-15 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-16 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-17 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-18 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-19 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-20 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-21 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-22 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-23 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-24 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-25 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-26 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-27 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-28 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-29 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-30 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-05-31 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-01 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-02 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-03 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-04 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-05 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-06 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-07 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-08 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-09 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-10 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-11 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-12 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-13 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-14 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-15 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-16 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-17 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-18 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-19 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-20 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-21 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-22 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-23 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-24 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-25 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2017-06-26 17:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
